surface_m2,nb_pieces,nb_chambres,arrondissement,etage,nb_etages_immeuble,annee_construction,balcon,terrasse,parking,cave,ascenseur,renovation_recente,distance_metro_m,prix
44,2,1,12,2,3,1992,0,0,1,0,0,0,588,486932
30,4,3,2,3,6,2022,1,0,0,1,0,0,453,351588
37,4,3,8,1,3,2015,1,0,1,0,0,0,86,817911
105,2,1,12,6,9,1948,1,0,0,0,1,0,184,1129915
79,1,0,16,5,6,1899,1,0,0,1,0,0,504,1027649
67,6,5,8,2,3,2001,0,0,0,1,1,1,200,1193794
45,2,1,16,2,4,1994,1,0,0,1,1,1,516,700123
65,4,3,10,4,5,1995,0,0,0,1,0,0,852,634935
110,1,0,20,3,5,1891,1,0,0,0,1,0,333,945252
42,1,0,15,1,4,1994,0,1,0,0,1,0,248,548338
60,3,2,4,3,6,1865,1,0,1,1,1,0,729,724915
148,2,1,15,6,7,1934,1,1,0,0,1,0,284,1821523
88,3,2,4,0,3,1901,0,0,0,1,0,0,502,943325
46,3,2,11,2,4,1885,0,0,0,0,1,1,165,593067
85,1,0,6,7,8,1956,1,0,0,0,1,1,391,1235405
28,2,1,4,0,3,2016,0,0,0,0,0,1,150,341263
59,2,1,9,6,7,1930,0,1,0,0,1,1,132,847250
85,2,1,9,2,3,2002,0,0,0,0,0,1,154,1386977
75,4,3,3,1,3,1964,0,0,0,0,1,0,331,592558
84,2,1,5,0,3,1891,0,0,0,1,1,1,383,1166922
94,1,0,15,0,3,1998,0,0,0,0,0,0,337,1033051
78,3,2,9,1,4,1917,0,0,0,0,1,0,355,942676
77,1,0,2,0,3,1973,0,0,1,1,0,0,378,848503
68,1,0,3,2,4,1879,0,0,0,1,1,0,308,654140
35,2,1,12,0,3,1882,0,0,1,0,1,0,164,448849
105,4,3,16,4,5,1952,0,0,0,1,1,0,642,1316239
60,5,4,5,5,8,1902,0,0,1,0,1,0,357,692127
87,4,3,10,6,9,1993,0,0,1,1,1,0,117,846179
99,2,1,15,3,5,1982,1,0,0,1,1,0,252,1224543
47,2,1,14,7,8,1955,0,1,0,0,0,0,385,599409
49,3,2,14,0,3,1926,0,0,0,1,0,0,208,441042
52,4,3,13,1,4,1943,0,0,0,1,1,0,260,494287
116,6,5,16,2,3,1909,1,0,0,0,0,1,322,1824539
38,1,0,8,5,7,1960,0,0,1,0,1,1,452,663330
127,1,0,8,6,9,1904,1,0,1,1,1,0,670,1976182
68,3,2,17,4,7,1940,0,1,0,1,1,0,95,874090
70,4,3,17,2,4,2012,0,0,0,1,0,1,413,840207
97,4,3,3,4,5,1891,1,0,0,0,0,1,313,1312649
64,3,2,1,1,3,1918,0,0,0,0,0,0,243,657290
106,5,4,17,3,6,1873,1,0,1,1,1,0,639,1086080
47,3,2,16,3,6,1967,1,0,0,1,1,0,331,824811
125,5,4,17,1,3,1991,1,0,1,1,0,0,176,1400847
48,6,5,2,0,3,1904,1,0,0,1,0,0,240,552746
128,4,3,14,5,6,1864,0,0,0,0,1,0,369,1149477
49,2,1,7,3,6,1854,0,1,0,1,1,0,108,902005
53,2,1,19,2,4,1950,0,0,0,0,1,0,340,444715
36,3,2,1,3,5,1981,1,0,1,0,1,1,201,580979
41,3,2,17,7,10,1879,0,0,0,1,1,1,151,546555
60,4,3,10,2,4,1902,0,0,0,0,1,1,373,690655
69,1,0,6,1,3,1922,1,0,0,0,0,0,167,1017273
102,2,1,7,3,4,1879,0,0,0,0,1,0,730,1213203
55,4,3,6,4,7,1953,0,1,0,1,1,1,323,1188766
75,1,0,5,0,3,1954,1,1,1,0,0,0,445,1078660
67,2,1,2,2,4,1957,0,0,0,0,1,0,118,769992
79,2,1,18,2,4,1933,0,0,0,0,1,0,57,803391
44,3,2,17,3,4,1941,0,0,1,0,0,1,359,578176
46,2,1,7,2,5,1920,0,0,0,1,0,0,197,748883
44,4,3,19,4,6,1917,0,0,0,0,1,1,310,466856
113,2,1,7,7,9,1904,0,0,0,0,1,0,699,1482315
126,5,4,7,6,8,1948,0,0,0,1,1,0,447,1935341
45,3,2,16,4,7,1946,0,0,0,1,1,1,330,794702
46,2,1,12,3,4,1920,0,0,1,0,1,1,93,756172
85,1,0,15,6,7,1922,0,0,0,0,1,0,481,959445
134,1,0,15,6,9,2019,0,0,1,0,1,1,572,1955770
150,3,2,11,6,8,1926,0,0,0,1,1,0,1165,1381605
44,1,0,2,1,3,2006,0,1,1,0,0,0,330,548879
50,2,1,3,0,3,2012,0,0,1,0,0,0,193,536240
71,3,2,19,7,9,2022,1,1,0,0,1,0,475,700708
73,2,1,20,7,8,1957,1,0,0,1,1,0,989,630511
56,2,1,15,4,5,1939,0,1,1,1,0,0,245,807675
40,4,3,16,7,9,1948,1,0,0,1,1,0,329,628694
60,5,4,1,5,8,2006,0,0,0,1,1,1,107,809222
150,1,0,15,3,6,1852,1,0,0,1,0,0,563,1692114
47,2,1,12,2,4,1968,0,0,1,1,1,1,270,594027
69,6,5,7,4,6,1999,1,1,0,0,0,1,222,1221783
208,1,0,7,3,5,1960,0,0,0,1,1,0,440,3000000
46,6,5,11,7,10,2004,0,0,1,1,1,1,165,615081
87,1,0,20,3,6,1871,1,0,0,1,1,0,303,716017
154,4,3,11,6,9,1965,0,0,0,1,1,1,56,1979751
83,2,1,17,5,7,1962,1,0,0,1,1,0,152,995902
108,5,4,3,0,3,1873,0,0,1,0,0,0,556,953965
94,2,1,16,0,3,1876,0,0,0,0,1,0,91,1420471
80,3,2,5,4,5,1885,1,1,1,0,0,1,389,1383763
124,1,0,2,2,4,1956,0,1,1,0,1,1,249,1762789
86,2,1,7,4,5,1994,0,0,0,1,1,0,164,1349775
56,4,3,10,1,4,1905,1,0,0,1,1,0,263,648509
66,3,2,5,2,3,1859,1,0,1,1,0,0,322,779961
74,5,4,15,1,3,1903,0,0,0,1,0,0,148,837048
50,2,1,12,2,4,1930,1,0,0,0,1,0,180,648105
68,4,3,10,0,3,1957,1,0,0,1,1,1,118,844499
63,2,1,17,7,9,2015,0,0,1,1,0,0,193,699824
86,6,5,20,2,3,1930,1,0,0,0,1,1,208,891772
177,5,4,20,6,7,1976,0,0,0,0,1,0,393,1563164
70,2,1,11,7,10,1947,1,1,0,0,1,1,506,922630
136,5,4,8,6,8,1981,0,0,0,1,1,0,799,2090313
84,4,3,15,3,6,1910,1,0,0,0,1,0,325,1042802
67,2,1,2,5,8,1998,1,0,0,0,0,0,248,756656
48,3,2,17,1,3,1885,0,0,0,0,0,0,191,420095
68,1,0,6,0,3,1951,0,1,0,1,0,1,185,1294484
66,4,3,13,6,8,1895,1,0,0,1,1,1,650,764250
42,2,1,8,0,3,1944,1,1,0,1,0,0,494,765885
46,1,0,11,7,10,1920,0,1,1,0,1,0,703,568768
75,2,1,15,4,5,1893,1,0,0,0,1,0,410,717490
135,3,2,13,3,4,1913,0,0,0,0,1,0,294,1167481
59,4,3,18,1,3,1995,1,0,0,0,0,1,310,640583
30,6,5,18,5,8,1862,0,0,1,0,1,0,263,260311
36,2,1,17,4,6,1862,0,0,1,0,1,1,107,540355
88,1,0,13,5,6,1874,0,1,0,0,1,0,126,848010
32,4,3,3,3,6,1854,0,0,1,0,1,0,800,303950
96,3,2,7,0,3,1977,1,0,0,0,0,0,359,1412213
86,2,1,12,2,4,1888,0,0,0,0,1,0,66,822243
58,2,1,4,2,4,2006,1,0,0,1,1,0,465,668798
43,3,2,11,0,3,1957,1,0,0,1,0,0,253,452966
54,2,1,14,0,3,2023,1,0,0,0,0,0,440,576477
74,4,3,18,2,4,2010,0,0,1,1,1,1,145,967324
32,3,2,7,5,6,1987,0,0,0,1,1,0,246,456896
127,4,3,5,4,7,1874,0,0,0,0,0,0,305,1034397
73,3,2,16,1,4,1923,0,0,0,1,1,1,308,1162176
78,2,1,11,4,5,1888,1,0,0,0,1,1,278,1102530
86,4,3,3,4,7,1865,0,0,1,0,1,0,323,844512
120,3,2,16,3,5,2005,1,1,0,0,0,0,141,2248230
68,2,1,11,3,6,2021,0,1,0,0,1,0,241,952802
88,3,2,10,2,3,1881,0,0,1,1,0,0,416,841816
43,2,1,2,1,3,1912,0,0,1,0,0,0,292,396200
151,4,3,16,2,4,1942,1,0,1,1,1,0,354,2845522
65,3,2,17,2,4,1894,0,0,0,1,0,0,195,640974
43,4,3,10,4,7,1902,0,0,1,1,1,0,123,514841
48,1,0,18,6,8,1899,1,0,0,1,1,1,437,495158
25,2,1,12,2,5,2004,1,0,0,0,1,1,303,326475
48,6,5,8,5,8,1875,0,0,1,1,1,0,331,677555
22,4,3,3,5,7,1980,0,1,0,0,1,0,619,241208
92,2,1,20,1,4,1939,0,1,0,1,1,0,158,977359
76,2,1,3,6,9,1888,1,1,1,1,1,0,869,950774
37,2,1,6,0,3,2012,0,1,0,0,0,1,169,669801
60,3,2,2,6,9,1902,1,0,0,1,1,1,273,696399
61,4,3,3,1,3,2023,0,0,0,0,0,0,183,633846
34,4,3,17,2,3,1871,0,0,1,0,0,0,168,377926
54,3,2,9,4,5,1983,0,0,0,1,1,0,236,730886
62,4,3,4,6,9,1901,1,0,0,0,1,1,305,823443
54,2,1,2,2,4,1924,0,1,0,1,1,1,381,733683
43,1,0,9,5,6,1922,1,0,0,0,0,0,284,522991
36,3,2,14,5,8,1878,0,0,1,1,1,0,543,311725
53,5,4,11,1,3,2020,0,0,0,1,0,0,126,736852
45,4,3,2,3,4,1971,0,0,0,1,1,0,284,470196
83,3,2,2,3,4,2011,0,0,1,1,1,0,594,989304
125,3,2,5,2,3,2008,0,0,0,1,0,0,628,1399964
99,5,4,7,5,8,1935,0,0,1,0,1,0,233,1383940
63,2,1,4,7,8,1895,0,0,0,0,1,0,90,629957
44,2,1,14,5,8,1853,0,0,0,0,1,1,258,504069
97,6,5,2,7,9,1851,0,1,0,0,1,0,362,1026926
85,4,3,12,0,3,1982,1,0,0,1,0,1,76,1030217
120,2,1,10,0,3,1895,0,1,1,0,0,0,303,1083442
68,3,2,1,6,8,1928,0,1,1,0,0,1,980,796366
146,2,1,19,6,8,1996,0,0,0,0,0,0,131,1396822
68,1,0,16,1,4,2015,1,1,1,0,1,0,356,1395437
43,5,4,15,2,5,1908,1,1,0,0,1,0,141,632492
47,2,1,14,6,7,1921,0,0,0,0,1,0,98,512550
80,4,3,9,1,3,1869,1,0,1,0,0,0,328,845528
45,2,1,15,2,4,1902,0,1,0,1,1,0,96,652776
145,3,2,7,4,7,1956,0,0,0,0,1,0,680,1986239
77,1,0,4,7,8,1904,0,1,0,0,1,1,165,777215
62,4,3,18,5,7,2016,0,0,0,1,0,1,254,598348
65,3,2,8,5,7,1970,1,0,0,0,1,0,682,1083120
53,3,2,12,2,3,2013,0,0,1,1,0,1,280,810596
27,1,0,15,4,7,1864,1,0,1,1,1,0,608,325940
47,2,1,15,1,4,1850,0,1,0,1,1,0,543,524908
135,1,0,17,7,10,1944,0,0,0,1,0,0,60,1441519
69,2,1,2,3,5,1986,0,0,0,0,0,0,74,745802
105,3,2,12,4,6,2000,0,0,0,0,1,0,78,1253628
107,3,2,3,6,9,2003,1,0,0,0,1,1,257,1228515
60,3,2,7,0,3,1867,0,0,1,0,0,0,197,914423
86,3,2,6,7,9,1954,0,0,0,0,1,0,474,1221145
28,2,1,14,2,5,1914,1,0,0,0,0,0,219,316915
129,2,1,5,2,4,1926,0,0,0,1,1,0,612,1642154
123,1,0,4,1,4,1965,0,0,1,0,1,0,844,1366033
79,4,3,15,6,9,1918,0,0,1,0,1,0,339,850908
70,3,2,7,6,8,1991,1,0,0,0,1,0,127,1154638
60,2,1,3,0,3,2023,1,0,0,1,1,1,238,837284
112,2,1,13,0,3,1924,1,0,1,1,0,0,408,1261078
91,4,3,10,6,7,2009,1,0,0,0,1,0,99,1154399
51,4,3,2,1,3,1900,1,0,1,1,1,1,258,707293
34,3,2,12,4,7,1864,1,0,0,0,1,0,183,466303
32,2,1,12,4,7,1918,0,0,1,0,0,1,280,426322
111,2,1,19,6,7,1864,0,0,0,0,1,1,121,1018376
60,6,5,19,4,5,1879,0,0,1,0,0,0,141,537133
79,4,3,3,3,6,1927,1,0,1,1,1,0,315,1000357
64,2,1,6,7,9,2001,1,0,0,0,1,0,171,863800
32,4,3,2,1,4,1884,0,0,0,1,1,0,498,299446
28,4,3,13,2,4,1918,0,1,0,1,1,0,935,310776
49,2,1,9,0,3,1989,0,0,1,1,0,0,120,708201
51,2,1,13,7,8,1895,1,0,0,0,1,1,681,526005
51,2,1,14,5,6,1975,0,1,0,0,1,0,619,528914
52,1,0,19,0,3,2013,1,0,0,0,1,0,350,540207
171,4,3,11,5,7,1934,0,0,0,0,0,0,291,1718150
104,2,1,14,3,6,1897,0,0,0,1,1,0,217,925715
69,4,3,16,7,8,1916,0,0,0,0,1,0,461,921379
59,6,5,10,2,5,1938,1,0,1,1,1,0,167,785909
60,1,0,20,5,7,2013,0,0,0,0,1,1,962,388630
90,3,2,16,4,7,1901,0,0,0,0,1,0,138,1375728
59,4,3,2,0,3,1871,0,1,0,1,0,0,1346,568811
98,4,3,16,6,8,2015,1,0,0,1,1,0,543,1596770
73,4,3,14,1,3,1948,0,0,0,0,1,0,336,662733
171,2,1,18,4,5,1980,0,0,0,1,1,0,129,1852392
57,3,2,6,5,7,1937,1,1,0,0,1,0,310,745006
108,3,2,7,4,5,1985,0,1,0,1,1,1,481,1925195
36,6,5,13,0,3,1967,1,0,0,0,1,0,203,347098
44,2,1,2,7,8,1888,0,0,0,0,1,1,351,442779
159,5,4,15,1,4,1867,0,0,0,1,1,1,225,1902063
96,2,1,17,4,6,1954,1,0,1,1,0,0,158,1350927
79,6,5,13,5,6,1980,1,0,0,0,1,1,329,888770
197,3,2,7,7,8,1995,0,1,0,1,1,1,528,3000000
59,3,2,1,4,5,1929,0,0,0,0,1,1,341,669748
108,3,2,3,2,4,1966,0,0,0,1,1,0,531,1005026
112,2,1,20,6,9,1850,0,0,0,1,1,1,738,986683
139,2,1,18,1,3,1966,0,0,0,0,1,1,536,1307586
34,1,0,7,0,3,1977,0,0,0,1,0,0,748,437580
59,1,0,17,6,9,1875,1,0,0,0,1,0,755,537607
73,2,1,12,4,7,1861,0,0,1,0,1,0,143,1012130
138,4,3,16,0,3,1887,0,0,0,0,0,0,305,1468225
78,3,2,10,4,7,1934,1,0,1,1,1,0,559,960277
113,1,0,16,1,3,2018,1,0,0,1,0,0,128,2056845
33,4,3,20,0,3,1902,0,0,0,0,0,0,558,224487
52,3,2,18,1,4,1862,0,0,1,0,0,0,171,550633
123,6,5,15,5,6,1977,1,0,0,0,1,0,395,1667468
56,3,2,11,5,6,1925,1,0,0,0,0,1,271,639520
62,2,1,18,4,6,1862,0,0,0,0,1,0,634,537190
137,3,2,6,1,3,1995,0,0,0,0,0,0,582,1512298
39,3,2,1,5,7,1996,1,0,1,0,1,0,416,560255
44,1,0,7,3,6,1996,0,0,0,0,1,1,394,624160
31,1,0,12,3,5,1897,1,0,1,1,1,0,1055,338417
140,1,0,20,6,8,1920,0,0,1,0,1,0,307,1341263
103,2,1,4,3,5,2005,0,0,0,1,0,1,765,1362718
102,2,1,10,4,7,1941,0,0,0,0,1,0,193,1128535
52,3,2,2,7,9,1996,0,0,0,0,1,0,347,575097
30,1,0,9,3,4,1935,0,0,0,1,1,0,651,295897
27,3,2,10,4,7,1932,1,0,0,0,1,1,589,332002
124,3,2,20,4,7,1897,1,1,0,1,0,0,300,1176504
82,2,1,11,1,3,1878,0,0,1,0,1,0,464,894700
91,1,0,14,5,7,1868,1,0,1,0,1,0,91,1014046
71,1,0,3,5,7,1948,0,0,0,1,1,0,373,798252
41,2,1,1,1,3,1896,0,0,1,1,0,1,450,579351
53,2,1,7,0,3,1938,1,0,1,1,1,1,451,972476
37,2,1,4,7,9,1909,0,0,0,0,1,1,712,399786
35,3,2,7,4,6,1997,0,0,0,0,0,0,322,507305
98,3,2,16,1,4,1996,0,0,0,1,0,0,278,1207269
28,2,1,10,2,3,1891,1,0,0,0,1,1,659,314055
37,2,1,15,4,6,1926,0,0,0,0,1,0,406,471143
54,3,2,16,1,3,1925,0,0,0,1,0,0,417,680887
65,4,3,6,0,3,1992,0,0,1,1,0,0,152,902598
31,4,3,4,5,7,1917,0,0,0,1,1,0,345,381953
77,3,2,4,5,6,1928,1,0,1,1,0,0,187,1046002
69,2,1,4,2,5,2004,0,0,1,1,1,1,243,1042634
123,2,1,17,0,3,1924,0,1,1,0,1,0,123,1681016
65,4,3,13,3,4,1936,0,0,0,0,1,0,625,542246
81,1,0,2,2,4,1864,0,0,0,1,1,0,334,928796
42,6,5,20,2,4,2008,1,0,1,0,1,1,361,476168
43,3,2,6,2,3,1939,0,0,0,0,0,1,283,528717
33,3,2,1,1,4,1856,0,0,1,1,1,0,279,360576
43,1,0,8,2,3,1862,1,0,1,1,0,0,67,840284
52,3,2,18,7,8,1862,0,0,0,1,1,0,85,480577
116,3,2,4,2,5,1997,0,0,0,0,1,0,1247,1373581
40,1,0,5,2,3,1859,1,1,0,1,0,0,518,503853
176,2,1,5,2,5,1973,0,0,1,1,1,0,192,2440182
85,5,4,15,3,6,2014,1,0,0,1,1,0,544,1045437
76,3,2,10,6,7,1975,1,0,0,0,1,0,133,917490
63,2,1,8,3,4,1876,1,0,0,0,1,0,419,1009086
57,1,0,7,5,6,2011,0,0,1,0,0,1,263,901953
46,4,3,12,1,3,1949,0,1,0,1,1,0,675,565712
31,4,3,11,6,9,1865,1,0,0,1,1,0,232,315288
40,3,2,13,1,4,1908,1,0,0,1,1,0,111,413970
140,3,2,15,0,3,1870,1,0,0,0,0,0,99,1752084
82,2,1,17,1,4,1865,1,0,1,1,1,0,148,1180064
139,3,2,18,1,4,1862,1,0,0,1,0,0,428,1161673
45,2,1,8,3,5,1882,0,0,0,1,1,0,215,542422
36,5,4,6,3,6,1918,0,0,0,1,1,0,169,556306
62,3,2,11,5,7,2004,0,0,1,1,1,0,469,830294
41,2,1,9,0,3,1901,0,0,0,0,0,0,354,434338
69,2,1,5,3,4,1914,0,0,0,1,1,0,687,779632
28,4,3,7,2,4,1893,0,0,0,0,1,0,560,330040
24,2,1,15,4,7,2007,0,0,0,0,0,0,204,288601
74,2,1,4,0,3,2000,1,0,0,1,0,1,145,876444
142,3,2,19,0,3,1928,0,0,0,0,0,1,204,1269499
76,2,1,13,3,6,1865,0,0,1,0,1,0,452,697426
82,4,3,1,5,8,1867,1,0,0,1,0,1,348,1102620
64,1,0,1,4,6,1866,1,0,0,1,0,0,201,767771
67,4,3,14,0,3,1901,0,0,1,1,0,0,483,694018
30,1,0,9,1,3,2022,0,0,0,1,0,1,383,360102
42,1,0,12,1,3,1905,0,0,0,1,0,0,256,395574
115,5,4,18,3,4,1942,0,0,1,1,1,0,129,1434738
52,3,2,9,4,6,1858,0,0,1,0,1,1,393,835368
114,2,1,8,1,3,1994,1,0,1,0,0,1,254,1871674
66,2,1,14,2,3,1876,1,0,0,0,0,1,172,966610
68,3,2,9,4,6,1886,1,0,0,0,1,0,172,988217
52,3,2,20,2,3,1871,0,1,1,1,1,1,346,560030
88,6,5,2,1,3,1921,0,0,0,0,0,0,280,851584
100,6,5,1,3,5,2015,0,0,1,1,1,1,640,1534472
41,3,2,13,2,4,1948,0,0,1,1,1,0,151,458436
31,2,1,10,6,7,1921,1,0,1,0,1,0,113,362356
26,3,2,8,5,7,2021,1,1,0,0,0,0,514,483083
80,3,2,7,1,4,1972,0,0,1,1,1,0,210,1349061
75,1,0,12,1,3,1940,1,1,0,1,1,0,178,966535
205,2,1,17,2,3,1885,1,0,0,0,0,0,239,2227322
64,1,0,12,3,6,1947,0,0,1,1,1,0,595,790191
58,1,0,16,7,10,2002,0,0,0,0,0,1,264,894189
70,2,1,10,2,5,1891,0,0,0,0,0,0,136,645810
72,3,2,12,6,8,1960,0,0,0,1,1,0,413,732048
56,4,3,11,3,6,1862,0,0,0,0,1,0,723,510662
41,3,2,14,6,9,1928,0,0,0,1,1,1,388,449011
62,2,1,20,5,7,1967,1,0,0,1,0,1,780,589957
61,1,0,13,5,8,1901,0,0,0,1,1,0,243,618523
60,3,2,2,3,4,2010,0,0,0,0,1,1,109,792207
94,2,1,20,6,9,1944,1,0,0,1,1,0,217,869501
62,3,2,7,2,5,2002,1,0,0,0,1,0,521,940318
32,6,5,1,6,8,1961,0,0,0,0,1,0,461,350770
44,1,0,3,4,6,1907,0,1,0,0,1,0,255,542638
55,2,1,20,3,6,2017,1,0,1,0,1,0,864,555675
63,3,2,12,7,10,1936,1,0,0,1,1,0,236,725597
81,6,5,5,6,7,2015,1,0,1,0,1,0,162,1201870
63,4,3,12,5,7,1852,0,0,0,0,1,0,251,627022
24,5,4,3,2,3,1965,1,0,0,1,0,0,404,264945
33,2,1,20,7,8,1865,0,0,0,1,0,1,913,261666
84,6,5,5,5,8,1979,1,1,0,1,0,1,191,1434929
55,1,0,1,4,7,1872,0,0,1,1,1,1,398,747169
66,1,0,16,7,10,1947,0,0,1,0,1,0,217,1085628
51,4,3,9,1,3,2007,0,0,1,0,0,0,163,627281
44,5,4,10,1,3,1859,0,0,0,0,0,1,320,528284
52,1,0,10,4,6,1914,0,0,0,1,1,1,319,664592
67,1,0,13,0,3,1871,0,1,1,1,0,1,354,710128
61,1,0,16,4,6,1901,0,1,0,0,1,0,168,1041682
100,1,0,20,1,3,1960,0,0,1,1,0,0,146,949176
29,2,1,4,1,3,2010,1,0,0,0,1,0,133,359893
31,6,5,14,3,5,1929,0,1,0,1,1,0,461,409867
54,3,2,17,3,4,2007,1,0,1,1,0,1,93,895033
81,4,3,5,1,4,2001,1,0,1,0,1,0,304,1256493
91,4,3,13,0,3,1982,0,0,1,1,0,0,201,935858
45,3,2,3,3,4,1902,0,0,0,1,0,0,482,443402
21,4,3,5,5,6,1872,1,0,1,0,1,0,424,268742
46,3,2,16,6,9,1955,0,0,0,0,1,0,292,654939
75,2,1,19,0,3,1940,0,0,0,0,0,1,576,596772
61,3,2,19,3,6,1968,0,0,0,0,0,0,138,550035
83,3,2,17,2,5,1987,0,0,1,0,1,0,303,1036772
113,4,3,18,2,5,1969,0,0,0,0,1,0,194,1059605
56,6,5,18,7,9,2010,1,0,0,0,1,0,296,606232
48,2,1,8,2,4,1942,1,0,0,0,1,0,179,847256
39,4,3,18,2,4,1911,1,0,0,1,1,0,349,369661
31,1,0,9,1,3,1931,0,0,0,0,0,0,131,383975
28,4,3,19,7,8,2004,1,1,0,0,1,1,152,402273
43,2,1,10,3,4,1856,1,0,1,0,1,0,160,491681
105,1,0,2,4,6,1949,1,0,0,0,1,0,302,1174800
87,2,1,17,3,6,2004,0,0,1,1,1,1,71,1340279
47,3,2,13,2,5,1923,0,0,0,0,0,1,207,493289
177,1,0,11,5,6,1987,1,0,0,1,1,1,667,1924274
45,5,4,16,0,3,1906,0,0,0,0,1,0,321,644747
119,1,0,20,4,5,1879,1,0,0,1,1,1,348,1250523
135,5,4,7,4,7,1852,0,0,0,1,1,0,282,1642426
78,4,3,3,1,3,2006,1,1,0,0,0,0,165,965886
43,2,1,16,1,3,1863,0,0,0,1,0,1,655,609091
50,2,1,19,4,5,1926,0,0,1,0,1,0,645,455846
67,4,3,20,2,5,1932,0,0,1,0,0,1,342,682343
31,3,2,16,2,4,2002,1,0,1,1,1,0,291,564689
37,3,2,2,0,3,1987,1,0,0,0,0,0,103,397872
36,2,1,14,5,7,1928,0,0,0,1,1,0,257,413902
81,3,2,20,6,8,1887,0,0,0,0,1,1,270,644932
112,6,5,10,5,6,1991,0,1,0,1,0,0,130,1195798
89,2,1,19,3,5,2007,0,0,1,1,0,0,248,997188
102,2,1,11,3,6,1889,1,0,0,1,1,0,659,1111537
41,2,1,18,1,3,1989,0,0,0,0,0,1,329,402838
52,4,3,11,1,4,1991,0,0,0,0,0,1,235,640719
54,4,3,9,6,8,1978,1,0,1,1,1,0,296,687659
78,2,1,19,5,6,1917,0,0,1,1,1,0,338,801091
44,1,0,20,5,8,1898,0,0,0,0,1,0,88,313200
99,1,0,10,3,5,1867,0,1,0,0,1,1,450,1213287
133,2,1,3,6,7,2013,0,1,0,0,0,1,580,1638630
80,2,1,3,7,9,1913,0,1,0,0,1,1,566,975649
50,6,5,8,2,4,1945,0,0,0,0,1,0,457,744659
40,3,2,6,1,3,1877,0,0,0,0,0,1,206,506637
36,2,1,20,3,5,2009,1,0,0,0,1,0,143,433822
24,5,4,1,1,4,1874,1,0,0,1,1,0,509,251581
54,3,2,20,6,8,1997,1,1,1,1,0,0,189,546229
53,3,2,6,2,3,2010,0,0,0,0,1,0,327,755114
96,1,0,2,4,7,1879,0,0,1,0,1,0,137,1202067
45,2,1,19,4,6,2014,0,0,1,1,1,0,67,566453
56,5,4,7,3,4,1951,1,0,1,0,1,0,608,884754
71,3,2,11,1,3,1966,0,0,1,0,0,0,833,838780
79,2,1,11,7,10,1955,0,0,0,1,0,0,98,823652
90,3,2,4,1,4,1923,0,0,0,0,1,0,161,988018
67,5,4,20,5,8,1918,0,0,0,0,1,1,661,545604
32,2,1,16,5,8,1857,0,0,0,1,1,0,165,411432
75,3,2,5,1,3,1972,0,0,0,0,0,1,202,945522
43,5,4,7,7,10,1946,1,1,0,0,1,0,242,694770
115,2,1,16,3,6,1950,0,0,0,0,0,0,492,1464725
62,4,3,15,4,5,1850,0,0,0,0,1,0,624,596406
69,3,2,5,4,7,1944,1,0,1,1,0,0,624,986129
214,3,2,1,3,4,1856,0,0,1,1,1,0,387,2153106
91,2,1,20,1,3,1911,0,0,0,1,0,1,394,855473
75,2,1,9,5,6,1960,0,0,0,1,1,0,429,808478
57,3,2,5,4,6,1936,0,1,0,0,0,0,166,878204
33,2,1,6,1,3,1936,1,1,0,0,0,0,358,565647
55,2,1,3,5,6,1972,0,0,0,0,1,0,145,577458
39,2,1,6,5,8,1857,0,0,1,0,1,0,329,582245
142,1,0,8,3,4,1913,0,0,0,0,0,0,112,2128831
75,6,5,6,0,3,1985,1,0,0,1,0,0,150,1000205
113,2,1,16,2,3,1980,0,0,0,0,0,1,139,1603996
44,6,5,16,0,3,1976,1,1,0,0,0,0,108,642434
41,1,0,3,3,6,1976,1,0,1,1,1,0,118,546478
86,3,2,17,6,8,2009,0,0,0,0,1,0,329,881727
39,2,1,6,0,3,1965,0,0,1,1,0,0,344,661515
49,4,3,6,2,3,1898,0,0,0,0,0,1,241,692930
145,4,3,19,5,7,2015,0,0,0,0,1,1,194,1484926
50,1,0,20,0,3,1979,0,0,0,1,0,0,183,413738
30,5,4,15,0,3,1976,0,0,0,1,1,0,168,378325
26,2,1,19,4,7,1986,0,0,0,0,1,1,317,273679
29,3,2,2,5,8,1895,1,0,1,0,1,0,1168,328378
117,6,5,8,5,7,1914,1,0,1,0,1,0,432,2059803
46,5,4,7,5,7,2006,1,1,0,0,1,0,330,914840
210,5,4,8,2,4,1939,0,0,0,1,1,0,247,3000000
133,2,1,13,6,7,1878,1,0,0,0,0,1,284,1381938
165,1,0,15,0,3,1882,0,0,0,0,0,1,276,2004671
104,2,1,12,2,4,1877,0,0,0,1,1,0,388,1095048
83,3,2,15,2,3,1944,0,0,0,1,0,0,251,952013
40,4,3,14,1,3,1932,0,0,0,0,1,0,99,402044
61,2,1,7,2,3,1961,0,0,0,0,0,1,211,859605
88,3,2,17,4,7,2003,1,0,0,0,1,1,319,1343799
100,2,1,5,3,5,1963,0,1,1,1,1,0,335,1474156
34,2,1,20,2,5,1878,0,0,0,0,0,1,363,292212
55,3,2,10,5,6,1988,0,0,0,0,1,0,566,512955
59,3,2,19,5,8,1951,1,0,0,0,1,0,187,646682
57,4,3,18,2,4,2011,1,1,1,0,1,0,220,795747
36,2,1,10,2,3,1953,1,0,1,0,1,0,81,488528
154,4,3,2,2,5,1897,0,0,0,0,1,0,361,1403739
